CODIGO_SCIAN,ANIO,H010B,H010C,I100B,I100C,H010D,I100D,J000A,O110A,M710B,M710C,M999A,M310B,M310C,K316B,K316C,K910A,K411A,K951A,K412A,K961A,K610A,K810A,K710A,K500A,K931A,K999A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q000C,Q000D,ESTATUS
334110,2016,15450,13897,7626,5194,70104,30989,5514369,25478420,0,8786850,93617,415454,25072430,4375214,9489531,136699,36632,414310,541840,845892,2386541,520,1001541,560769,1397550,1670811,2098879,3717943,26101,511723,237971,430140,324189,5006,Cifras definitivas
3342,2016,19641,21078,1037,1352,93368,4835,6423701,5515627,319292,13598753,172328,2868003,2642441,1413143,1707842,147827,65327,215362,366481,66077,268130,2904,293287,358989,26966,2040960,1573754,2942123,93693,301769,470486,346372,246455,201608,Cifras definitivas
334210,2016,2551,3666,188,187,13609,762,984251,3281711,319292,3192706,13576,1942062,1335321,837801,925527,66695,3452,43794,63786,45249,42541,1721,284690,48569,0,405108,619493,481660,16410,70002,33277,82182,50477,6752,Cifras definitivas
334220,2016,8002,9984,516,622,39812,2212,3262234,1497909,0,6259619,47260,331507,1166796,207646,772848,73020,22065,116522,171012,9274,115014,1166,8536,143360,26966,1090079,633708,2173211,25534,192642,365486,198178,159616,193813,Cifras definitivas
334290,2016,9088,7428,333,543,39947,1861,2177216,736007,0,4146428,111492,594434,140324,367696,9467,8112,39810,55046,131683,11554,110575,17,61,167060,0,545773,320553,287252,51749,39125,71723,66012,36362,1043,Cifras definitivas
3343,2016,21556,20048,2354,2568,98885,11601,7483646,5961535,6571,13708995,195158,3661261,2291071,805712,3671443,181814,17439,388229,519989,34341,607832,2682,7474,367230,73650,2191864,1462921,5445319,54477,252486,303580,441303,441660,12972,Cifras definitivas
334310,2016,21556,20048,2354,2568,98885,11601,7483646,5961535,6571,13708995,195158,3661261,2291071,805712,3671443,181814,17439,388229,519989,34341,607832,2682,7474,367230,73650,2191864,1462921,5445319,54477,252486,303580,441303,441660,12972,Cifras definitivas
3344,2016,54770,61089,3247,3691,274984,16093,20801364,10599486,11619,41290997,304011,1447180,9165211,1293197,5140350,431628,95588,1179666,1417052,198109,848984,5535,35972,1318924,1572,5497450,6067249,6750915,104882,594647,494903,897097,1576995,167975,Cifras definitivas
334410,2016,54770,61089,3247,3691,274984,16093,20801364,10599486,11619,41290997,304011,1447180,9165211,1293197,5140350,431628,95588,1179666,1417052,198109,848984,5535,35972,1318924,1572,5497450,6067249,6750915,104882,594647,494903,897097,1576995,167975,Cifras definitivas
3345,2016,5416,5600,1824,2552,25891,9596,2173153,12490510,77447,4120328,95835,2663374,9821466,521238,7840320,50375,66769,162753,156333,168091,1013680,1022,3033,343810,12510,1074955,1167857,953104,29742,78679,98998,185798,99126,931,Cifras definitivas
334519,2016,5416,5600,1824,2552,25891,9596,2173153,12490510,77447,4120328,95835,2663374,9821466,521238,7840320,50375,66769,162753,156333,168091,1013680,1022,3033,343810,12510,1074955,1167857,953104,29742,78679,98998,185798,99126,931,Cifras definitivas
3346,2016,2085,1835,297,424,9639,1786,1014034,4693773,0,626433,128253,1686023,3007750,879833,1171901,10725,1921,159638,129647,103771,103331,3200,20438,18792,950,274431,3700714,936393,7406,148413,92256,230834,192506,38411,Cifras definitivas
334610,2016,2085,1835,297,424,9639,1786,1014034,4693773,0,626433,128253,1686023,3007750,879833,1171901,10725,1921,159638,129647,103771,103331,3200,20438,18792,950,274431,3700714,936393,7406,148413,92256,230834,192506,38411,Cifras definitivas
335,2016,76487,50959,35362,15879,292781,117525,23093759,171073859,457519,41407600,3682412,101519864,69298328,78660469,28637467,2372406,675855,2637327,3256818,2665855,10526451,160730,677836,2211447,598715,8867267,37692657,15944635,645175,1170440,1692805,3991286,3011058,610254,Cifras definitivas
3351,2016,7859,6373,818,612,35149,3240,2690745,1219616,10000,5744327,107485,1200621,18512,420074,140935,244472,45878,210008,155683,9505,357615,7898,18132,135123,0,951354,452392,884150,59423,63176,119339,106289,251952,24090,Cifras definitivas
335110,2016,2128,2131,590,396,9486,2273,752721,81130,0,1880796,2709,73054,7326,4527,12885,110019,7360,62758,58723,480,246861,383,2693,48787,0,209730,126457,279963,6162,7378,15532,30158,59383,634,Cifras definitivas
335120,2016,5731,4242,228,216,25663,967,1938024,1138486,10000,3863531,104776,1127567,11186,415547,128050,134453,38518,147250,96960,9025,110754,7515,15439,86336,0,741624,325935,604187,53261,55798,103807,76131,192569,23456,Cifras definitivas
3352,2016,17999,11257,18729,9937,65299,64410,4582627,67603640,9567,8844821,829317,41680913,25840875,33881187,11823938,892087,202773,727419,944771,1107741,4992928,9053,91382,689360,179194,2522518,18084045,6415498,175077,330093,340482,1873732,1180616,282202,Cifras definitivas
335210,2016,3998,3091,686,415,15307,2478,1071415,2915371,0,1906655,80779,2100271,777984,607856,751168,29434,12514,66161,115006,38518,270054,6092,16159,121333,19066,400439,1203568,751065,32517,50767,61032,138866,174264,21050,Cifras definitivas
335220,2016,14001,8166,18043,9522,49992,61932,3511212,64688269,9567,6938166,748538,39580642,25062891,33273331,11072770,862653,190259,661258,829765,1069223,4722874,2961,75223,568027,160128,2122079,16880477,5664433,142560,279326,279450,1734866,1006352,261152,Cifras definitivas
3353,2016,26301,13814,9397,2903,91247,27811,8171091,42409102,84821,13459547,1241018,23200516,19138292,13196061,10226337,432278,201941,667164,674151,807433,3079394,68923,89687,714941,310580,2311104,6527813,4049152,190604,406838,854175,820407,759521,142901,Cifras definitivas
335311,2016,14703,7799,2476,905,51298,7425,4544160,16315229,0,7480691,223021,10537488,5732594,3528617,5449728,108830,115522,372470,349760,293643,652235,43525,20484,274731,673,1356769,2938902,1797062,58483,102073,551153,386979,373677,71343,Cifras definitivas
335312,2016,11598,6015,6921,1998,39949,20386,3626931,26093873,84821,5978856,1017997,12663028,13405698,9667444,4776609,323448,86419,294694,324391,513790,2427159,25398,69203,440210,309907,954335,3588911,2252090,132121,304765,303022,433428,385844,71558,Cifras definitivas
3359,2016,24328,19515,6418,2427,101086,22064,7649296,59841501,353131,13358905,1504592,35437814,24300649,31163147,6446257,803569,225263,1032736,1482213,741176,2096514,74856,478635,672023,108941,3082291,12628407,4595835,220071,370333,378809,1190858,818969,161061,Cifras definitivas
335910,2016,3554,972,329,27,10328,656,982123,10351360,0,1183471,129337,4984635,5352653,5298094,680256,97835,41218,251088,290485,83407,79957,8387,0,89204,0,282655,2123201,533257,31998,35087,71783,195685,57914,16956,Cifras definitivas
335920,2016,5830,4272,4893,844,24455,15347,1741289,41441534,274215,3160292,942301,26197781,15155067,23421162,4643870,529637,92908,406723,568522,547970,1683462,41879,397922,260561,9910,1261763,6958356,1929216,90252,147515,66109,612975,369251,117868,Cifras definitivas
335930,2016,8792,8323,895,1270,38265,4807,2934504,4349264,78100,5309312,320659,2534665,1824493,1055726,808983,119845,30653,204594,225604,81513,253885,22049,76390,225513,57748,798595,1429034,1062738,55340,103333,174021,177219,155375,13479,Cifras definitivas
335991,2016,902,343,110,27,2733,286,310071,488052,816,1308668,70333,286664,201648,102498,123853,3962,22969,77543,262132,4200,25951,981,654,14538,0,244411,1179018,457333,25802,44888,15223,126390,71072,2994,Cifras definitivas
335999,2016,5250,5605,191,259,25305,968,1681309,3211291,0,2397162,41962,1434069,1766788,1285667,189295,52290,37515,92788,135470,24086,53259,1560,3669,82207,41283,494867,938798,613291,16679,39510,51673,78589,165357,9764,Cifras definitivas
336,2016,398875,248068,115021,58815,1438067,403330,120834390,1964419616,4489857,166580909,20665650,529591056,1432606916,547462158,796282028,5872297,4708768,18905400,14690614,32188161,44056038,3413074,4251858,10266884,14694073,73435154,401851195,106066327,3662759,8433475,17312265,42351202,56145541,2353344,Cifras definitivas
3361,2016,58718,8052,12328,3636,134528,35127,22218521,1108269782,286124,0,6296989,180956422,925856175,336075152,474846990,1313016,733860,3999269,2779229,19079323,5138363,3077812,33372,1465009,6597731,24937743,171686202,44994335,1537563,2738305,3789115,21078218,27287176,444864,Cifras definitivas
336110,2016,47080,7161,7953,2849,107051,24610,18009508,853432585,0,0,4749689,137081515,715063784,270624354,341329666,1265787,562191,3537849,2477502,15262678,3574787,2996726,33372,1276116,5739072,23737322,157065028,40625688,1396155,1927768,3454672,18981714,26803616,340427,Cifras definitivas
336120,2016,11638,891,4375,787,27477,10517,4209013,254837197,286124,0,1547300,43874907,210792391,65450798,133517324,47229,171669,461420,301727,3816645,1563576,81086,0,188893,858659,1200421,14621174,4368647,141408,810537,334443,2096504,483560,104437,Cifras definitivas
3362,2016,8376,1328,3011,415,22168,8525,1716464,19436772,6539,1186597,271762,16173926,3226140,8854857,3164731,28518,67688,176894,143642,73616,579290,21860,62696,179710,47323,707859,3228516,1336082,225030,119820,104322,294555,262484,132671,Cifras definitivas
336210,2016,8376,1328,3011,415,22168,8525,1716464,19436772,6539,1186597,271762,16173926,3226140,8854857,3164731,28518,67688,176894,143642,73616,579290,21860,62696,179710,47323,707859,3228516,1336082,225030,119820,104322,294555,262484,132671,Cifras definitivas
3363,2016,308298,229720,89721,50086,1204690,327088,89539169,791516860,4186811,150281920,11582081,326578477,464078054,197846878,293663748,4332646,3511690,13857818,11009037,11898047,34742217,287583,2289460,7355006,7927117,43986936,216599604,52880470,1736410,5090644,12825426,19725354,27392883,1724106,Cifras definitivas
336310,2016,28114,4521,11625,3849,77711,36913,9226080,189487740,2249963,5297167,1469742,59139076,130021065,45645392,73258939,548208,484627,2826596,2444982,3602508,3935662,161745,191088,798658,1465363,6153559,81307506,14264201,424017,779818,1847004,6606589,8468380,359383,Cifras definitivas
336320,2016,125899,133240,20011,19528,559927,91031,36347704,126947027,335779,59612567,3154795,33484080,93359668,28919000,48460701,1148755,435526,2925108,2265485,1888039,8273376,11400,58759,2209102,2547077,12447775,31371092,12382090,383625,1681026,2827822,3476868,6321898,547569,Cifras definitivas
336330,2016,13293,2638,2609,1486,37575,9637,3730651,46169941,180300,4113007,202752,20812671,25317229,9081438,16878718,185018,308726,777898,519212,571406,927633,7829,28550,429011,318584,2156787,9359898,1959677,92560,165650,357201,731658,913296,128263,Cifras definitivas
336340,2016,11772,5174,1769,462,38800,5424,3720885,16844948,568,5738712,102452,8334565,8486160,4868657,3080744,204513,153098,850697,675734,162118,580865,13307,408403,336743,79762,1786131,7007441,2047617,79585,155534,118863,578275,1032939,111586,Cifras definitivas
336350,2016,19634,4215,5805,1370,56444,17437,6894973,96766455,0,14667851,827146,30274072,66387778,12022831,45833247,193570,785767,1941827,1370655,1601469,2810925,34614,751517,709763,904494,6287116,25333964,3522331,137073,271418,3129800,2364596,2924383,231067,Cifras definitivas
336360,2016,39498,34847,9551,9059,162239,38366,9723005,60670721,30966,27794377,162504,35751758,24885590,15507721,24500747,501046,121640,656566,656190,1012678,3346862,14389,131780,773517,217701,2262446,6662522,2375686,64271,310112,265829,638559,429736,81037,Cifras definitivas
336370,2016,8891,2603,11054,3519,26652,33378,2532995,60600501,459166,1122511,2060620,47983910,12597274,28239384,10873749,248272,303109,1138184,612295,731959,4306312,5014,427403,577191,436858,2236384,15385644,4673585,125252,322514,689284,1414444,1707945,78926,Cifras definitivas
336390,2016,61197,42482,27297,10813,245342,94902,17362876,194029527,930069,31935728,3602070,90798345,103023290,53562455,70776903,1303264,919197,2740942,2464484,2327870,10560582,39285,291960,1521021,1957278,10656738,40171537,11655283,430027,1404572,3589623,3914365,5594306,186275,Cifras definitivas
3364,2016,9235,5832,4847,4023,34937,18976,3581199,10860750,0,10814092,710420,172455,10702305,131288,7214143,143335,66055,503159,439155,278661,2356518,3787,2020,649660,8348,2092839,4765832,2022039,37555,283384,292724,625073,287919,22837,Cifras definitivas
336410,2016,9235,5832,4847,4023,34937,18976,3581199,10860750,0,10814092,710420,172455,10702305,131288,7214143,143335,66055,503159,439155,278661,2356518,3787,2020,649660,8348,2092839,4765832,2022039,37555,283384,292724,625073,287919,22837,Cifras definitivas
3365,2016,7129,724,4221,436,19882,11080,2001116,29032120,10299,1191159,1580893,1471068,27652918,3392069,16431697,25592,60283,252185,196636,779175,848415,469,1857632,334161,16313,899993,3220293,2057343,47107,65460,223716,323939,816313,24121,Cifras definitivas
336510,2016,7129,724,4221,436,19882,11080,2001116,29032120,10299,1191159,1580893,1471068,27652918,3392069,16431697,25592,60283,252185,196636,779175,848415,469,1857632,334161,16313,899993,3220293,2057343,47107,65460,223716,323939,816313,24121,Cifras definitivas
3366,2016,1396,202,654,136,4139,1840,327964,2427024,12,236165,41174,2086125,341584,709350,54583,1977,126366,43073,32816,7658,296669,4483,12,185933,0,232323,1658921,2079792,24098,28945,19753,182176,54116,3213,Cifras definitivas
336610,2016,1396,202,654,136,4139,1840,327964,2427024,12,236165,41174,2086125,341584,709350,54583,1977,126366,43073,32816,7658,296669,4483,12,185933,0,232323,1658921,2079792,24098,28945,19753,182176,54116,3213,Cifras definitivas
3369,2016,5723,2210,239,83,17723,694,1449957,2876308,72,2870976,182331,2152583,749740,452564,906136,27213,142826,73002,90099,71681,94566,17080,6666,97405,97241,577461,691827,696266,54996,106917,57209,121887,44650,1532,Cifras definitivas
336991,2016,4831,1634,174,8,14242,402,1260807,1223079,0,2868227,46985,489489,741041,235704,410338,12642,135879,62374,83217,22811,23468,8656,639,72593,38044,492310,369907,589224,18941,86029,37731,82448,41527,0,Cifras definitivas
336992,2016,892,576,65,75,3481,292,189150,1653229,72,2749,135346,1663094,8699,216860,495798,14571,6947,10628,6882,48870,71098,8424,6027,24812,59197,85151,321920,107042,36055,20888,19478,39439,3123,1532,Cifras definitivas
337,2016,32940,12981,4661,1427,110133,13903,5908324,22050646,151768,7838995,350756,18788331,3386243,9779538,1257221,460543,269354,491639,389603,626414,838017,273606,195431,929367,98925,1973484,4187354,1733365,587024,304818,275295,494389,704668,107068,Cifras definitivas
3371,2016,17030,5810,1787,935,53973,6285,2698605,8198384,57382,3769917,101993,5596923,2618564,3006672,921003,235889,86636,210411,206375,210704,322862,40804,173601,314989,124,710862,1779803,944529,240919,163703,125415,230647,378594,62203,Cifras definitivas
337120,2016,17030,5810,1787,935,53973,6285,2698605,8198384,57382,3769917,101993,5596923,2618564,3006672,921003,235889,86636,210411,206375,210704,322862,40804,173601,314989,124,710862,1779803,944529,240919,163703,125415,230647,378594,62203,Cifras definitivas
3372,2016,7191,1912,2259,250,21057,5823,1291646,5608629,44511,1422487,238056,4936732,733587,2252861,319605,56881,46766,117675,95381,166323,402514,20782,18501,244306,36659,603757,1358952,548363,148144,90227,107568,141345,186920,31798,Cifras definitivas
337210,2016,7191,1912,2259,250,21057,5823,1291646,5608629,44511,1422487,238056,4936732,733587,2252861,319605,56881,46766,117675,95381,166323,402514,20782,18501,244306,36659,603757,1358952,548363,148144,90227,107568,141345,186920,31798,Cifras definitivas
3379,2016,8719,5259,615,242,35103,1795,1918073,8243633,49875,2646591,10707,8254676,34092,4520005,16613,167773,135952,163553,87847,249387,112641,212020,3329,370072,62142,658865,1048599,240473,197961,50888,42312,122397,139154,13067,Cifras definitivas
337910,2016,2932,757,564,209,8347,1611,647202,8119395,0,113340,3941,8130726,33395,4464176,16613,165100,125594,119087,27877,247864,99851,209235,5,164319,62142,451441,879010,202094,181081,36005,25388,100852,114480,10702,Cifras definitivas
337920,2016,5787,4502,51,33,26756,184,1270871,124238,49875,2533251,6766,123950,697,55829,0,2673,10358,44466,59970,1523,12790,2785,3324,205753,0,207424,169589,38379,16880,14883,16924,21545,24674,2365,Cifras definitivas
339,2016,67772,87952,5862,5599,358727,26489,25593114,36790246,418292,41017481,2040238,21669126,15015169,9443528,7495153,1743611,285983,1974623,1822322,757740,1661818,223703,377297,2112751,369838,7479076,15034376,8796436,662065,867384,3139505,2192307,3369586,105017,Cifras definitivas
3391,2016,48148,69753,2138,1907,272238,8992,19264697,11380542,65322,32292606,517961,6561090,4757841,2558712,1195506,682284,128549,1094768,1150727,402964,528388,26294,91479,1245121,48614,5195250,6901979,6351535,214177,439314,2108891,1230589,1826628,39287,Cifras definitivas
339111,2016,20779,33613,894,1187,121373,4650,8540324,975361,34040,15584351,169706,913163,55468,364596,84662,158131,38574,462687,475999,17509,310464,5138,6419,603975,1106,2711521,1700264,2495984,71605,140475,277649,368149,782539,16717,Cifras definitivas
339112,2016,25240,32863,1164,704,138654,4112,9850487,10169361,26401,15118651,326671,5479803,4634182,2155302,1081110,510281,85865,514548,581602,384266,202245,12296,85060,597986,46105,2206571,4912769,3686781,129331,264222,1662008,803988,933687,20662,Cifras definitivas
339113,2016,2129,3277,80,16,12211,230,873886,235820,4881,1589604,21584,168124,68191,38814,29734,13872,4110,117533,93126,1189,15679,8860,0,43160,1403,277158,288946,168770,13241,34617,169234,58452,110402,1908,Cifras definitivas
3399,2016,19624,18199,3724,3692,86489,17497,6328417,25409704,352970,8724875,1522277,15108036,10257328,6884816,6299647,1061327,157434,879855,671595,354776,1133430,197409,285818,867630,321224,2283826,8132397,2444901,447888,428070,1030614,961718,1542958,65730,Cifras definitivas
339912,2016,1597,1846,308,600,8217,2188,404389,2392020,32751,310809,47107,1899547,485971,1235770,310416,9009,7073,36402,20441,11275,107684,19406,21527,38032,5950,207399,379187,125427,74871,40748,50627,48678,97084,7201,Cifras definitivas
339920,2016,1249,1008,47,60,5049,222,248710,365749,3861,409322,753,290768,81716,178408,7702,27004,15437,14106,17738,4550,11553,3058,3571,25299,167,71247,78865,52788,24687,5636,14289,14645,11433,547,Cifras definitivas
339930,2016,4770,4458,438,569,21969,2456,1782036,4072731,36316,2682501,523709,936966,3126701,391405,1787288,342690,23954,263186,239495,56662,124325,60960,81580,314148,38725,688128,1855522,699958,61441,118669,739733,202516,684604,23160,Cifras definitivas
339940,2016,4358,4570,1427,1680,19901,7187,1793901,7018128,239733,3007792,594961,4383742,2602975,1829069,1701106,224685,27220,301973,156503,119805,397548,79140,111268,228906,210315,515488,2412525,735346,72961,155689,83396,284401,356719,10196,Cifras definitivas
339992,2016,619,607,220,97,2544,637,216612,990224,0,98168,59953,879165,104726,145262,340285,10444,7167,12102,18155,11548,46631,1325,10196,16439,7999,84378,307443,122682,18758,13218,41198,41371,46276,369,Cifras definitivas
339993,2016,3307,1854,112,107,12178,467,728671,3724803,76,488545,20639,1524051,2204645,1077174,372559,185176,11076,87309,92661,26576,25896,5446,12923,42788,0,206645,1494329,273268,68319,40821,32402,145580,158614,9472,Cifras definitivas
339994,2016,994,783,29,44,4145,169,256378,3661429,40233,0,53320,3351370,322323,1393912,983133,174374,44736,24914,13087,70197,21687,23873,41715,34896,12036,192815,332918,136930,100303,9562,10441,51275,27843,3038,Cifras definitivas
339999,2016,2730,3073,1143,535,12486,4171,897720,3184620,0,1727738,221835,1842427,1328271,633816,797158,87945,20771,139863,113515,54163,398106,4201,3038,167122,46032,317726,1271608,298502,26548,43727,58528,173252,160385,11747,Cifras definitivas
31-33,2017,1850535,1052182,528133,237915,6919045,1845475,531838081,7304505373,43534442,545720596,110228431,4532819253,2758518512,2585733772,1440471630,204066554,85114004,101345877,114259873,116680040,193713759,30274874,36888232,57248233,37396157,272842971,2019738708,650965057,68010267,42596110,97720875,187485768,186758961,10394677,Cifras definitivas
311,2017,330006,178791,77655,39548,1360843,296840,62216772,1086816300,6904988,5535923,18408276,990931889,94596244,470789982,73626310,54546877,15213995,14131213,10812537,17170227,25941893,6129910,2709501,7625049,1576022,24826198,223840319,89809697,20449546,5568633,8465308,22783604,23571877,1505049,Cifras definitivas
3111,2017,4176,1367,5192,1026,13403,15043,897059,81264193,582056,0,661914,79421177,1625366,51600027,9558882,810718,567250,536550,513639,910868,1677316,41273,103701,179770,164514,941801,7856838,4607406,1245662,341252,494993,834955,1267539,226175,Cifras definitivas
311110,2017,4176,1367,5192,1026,13403,15043,897059,81264193,582056,0,661914,79421177,1625366,51600027,9558882,810718,567250,536550,513639,910868,1677316,41273,103701,179770,164514,941801,7856838,4607406,1245662,341252,494993,834955,1267539,226175,Cifras definitivas
3112,2017,15963,2589,9673,2226,46983,31891,4654643,169637730,853799,0,2271234,161179908,8400767,74933510,36359239,5951054,2449451,1538413,2136917,4611279,3607309,311347,587051,639211,357319,3364309,32901812,10548152,2140685,770988,692703,2858940,2729724,101246,Cifras definitivas
311211,2017,594,138,17,7,1749,51,81498,2919684,22812,0,8578,2921623,0,1671063,597772,77269,16774,21233,26522,95159,4019,5738,0,8070,0,52493,175762,92538,44447,10890,10224,23769,4341,278,Cifras definitivas
311212,2017,3370,763,2990,454,10275,9026,779632,30319948,468828,0,773477,30046746,230002,17606358,3452168,577683,143525,224048,435946,850680,1007283,50713,88213,66907,1427,555886,4208698,2376904,790551,282627,197041,524595,267446,23254,Cifras definitivas
311213,2017,4199,647,801,489,12113,3217,1027336,25022168,0,0,184559,23563874,1466239,13827750,557339,791261,663462,238553,435974,544026,214319,152581,0,78247,313913,564691,4566453,1851624,431764,100431,199962,340175,254090,22063,Cifras definitivas
311215,2017,193,12,64,5,497,169,75214,4280539,0,0,2532,4297276,0,2414442,726918,0,113159,44636,100220,80479,36806,0,0,6224,0,80622,4277542,895534,12488,4890,10929,385849,12310,731,Cifras definitivas
311221,2017,797,101,1408,140,2582,4123,304833,22778049,0,0,923631,21914416,795598,8301004,4988313,521720,624142,353809,353871,1506638,622776,891,39269,124459,0,418510,6008939,1124376,2434,64057,26548,539676,1010568,0,Cifras definitivas
311222,2017,6289,720,2332,443,17984,7573,2271354,71603251,362159,0,378457,67522225,4093554,27559547,25288380,2502089,758445,544110,623201,1446773,941058,79462,454749,306289,41979,1578728,9261199,2966969,808954,201281,182190,678872,904158,48061,Cifras definitivas
311230,2017,521,208,2061,688,1783,7732,114776,12714091,0,0,0,10913748,1815374,3553346,748349,1481032,129944,112024,161183,87524,781048,21962,4820,49015,0,113379,4403219,1240207,50047,106812,65809,366004,276811,6859,Cifras definitivas
3113,2017,41135,14041,4992,4874,138228,24440,12698663,127979520,449278,3523783,1622033,113061458,14633142,58324000,3502967,5818959,1254742,2919366,937178,1824385,2461287,1159045,454419,838003,79546,3629257,65686070,15515510,933068,880794,1055879,4335414,4567529,142597,Cifras definitivas
311311,2017,28243,2864,166,29,81133,490,8687658,76586889,9594,0,696119,68641881,7731365,42710783,0,609502,759981,2028719,319530,1110864,46713,718,7833,262015,1303,2094602,46341839,8661724,464335,337580,321183,2055918,1781623,21664,Cifras definitivas
311320,2017,2013,2250,965,832,10762,4395,988273,14090639,0,601913,218959,13421766,619327,4656118,733677,1226972,114542,230724,162894,180717,344759,257904,20571,160585,63116,315214,3306815,1850975,63315,140677,268597,447182,437190,32028,Cifras definitivas
311330,2017,545,509,1438,1980,2631,9116,143777,3008654,0,1207261,50418,2899267,120114,1154014,34049,302398,17535,55718,87252,51072,449709,13953,0,27060,1245,164177,789290,1255734,19738,18397,22637,150635,54921,2430,Cifras definitivas
311340,2017,10334,8418,2423,2033,43702,10439,2878955,34293338,439684,1714609,656537,28098544,6162336,9803085,2735241,3680087,362684,604205,367502,481732,1620106,886470,426015,388343,13882,1055264,15248126,3747077,385680,384140,443462,1681679,2293795,86475,Cifras definitivas
3114,2017,19429,14414,6462,6054,81366,33052,5374566,82022296,2444467,1594881,1694159,60823158,20686893,27020244,3904081,8930410,739971,1252116,936963,2833068,1904000,1133206,146981,776844,108375,2614834,17376544,5447733,1095920,466211,758372,1570364,2705371,124433,Cifras definitivas
311411,2017,3969,5802,2749,4249,25594,18145,1126770,15409726,5180,263873,511618,2879486,12622668,5360391,572799,1215390,139039,305309,371826,660509,863710,3563,20638,194511,0,890196,3925197,1686200,214320,61139,137153,372360,679513,15300,Cifras definitivas
311422,2017,13328,7270,2923,1438,47402,11856,3494194,45546710,2439287,1331008,1169981,38265544,6646105,13917294,2759449,5393918,536767,757183,460976,2004586,807662,1081501,99136,481630,41958,1404217,10534817,3306952,692926,362236,535578,947003,1839540,108212,Cifras definitivas
311423,2017,2132,1342,790,367,8370,3051,753602,21065860,0,0,12560,19678128,1418120,7742559,571833,2321102,64165,189624,104161,167973,232628,48142,27207,100703,66417,320421,2916530,454581,188674,42836,85641,251001,186318,921,Cifras definitivas
3115,2017,22791,5510,9968,2838,74241,32468,5829418,133355128,881886,0,1411050,128776306,4679625,62585810,6286549,10689453,1716778,1702268,1083030,1788193,2685798,1715518,665141,586778,36383,2454070,24036865,8261346,4031984,784735,1493293,2477077,2195724,221483,Cifras definitivas
311511,2017,13803,2364,4990,764,42907,14977,3600701,52327952,369705,0,907624,52313328,0,29994809,1027367,5029501,734895,1044789,442371,1067004,1153611,733432,537314,305525,1939,1466397,7054534,2699091,3177915,322135,377899,926697,379521,26944,Cifras definitivas
311512,2017,2545,526,738,257,8507,2628,845592,31852229,448392,0,48727,27507996,4475672,11019455,4067662,2839801,567517,253276,208709,134630,310129,16416,79638,126952,0,313039,8158986,2998259,114707,212577,662031,675505,1075888,128912,Cifras definitivas
311513,2017,6443,2620,4240,1817,22827,14863,1383125,49174947,63789,0,454699,48954982,203953,21571546,1191520,2820151,414366,404203,431950,586559,1222058,965670,48189,154301,34444,674634,8823345,2563996,739362,250023,453363,874875,740315,65627,Cifras definitivas
3116,2017,25347,15312,17171,8606,101580,63199,7513799,128183004,1391153,17075,7407363,117313035,10787487,77399205,6901804,2705553,1279942,1156236,1381595,1542605,3924408,259507,99189,712222,134034,2243587,16161418,10415981,3811539,850780,1382220,2642576,2961169,430037,Cifras definitivas
311611,2017,3070,887,10049,4329,9983,35342,553188,53589112,1176292,0,173254,51472482,2133217,38983006,220789,697872,385239,612531,666557,292475,2057526,14029,82643,197666,1002,695717,6284726,4731342,425049,194352,167169,865549,1419405,9710,Cifras definitivas
311612,2017,4268,1561,4168,1985,14439,14956,721832,31341140,207485,17075,461775,23114222,8247348,14630346,3858378,524027,125315,150215,263501,313071,970098,19928,15571,79191,5265,528910,2204506,2247096,308080,154281,82699,421880,241054,22800,Cifras definitivas
311613,2017,18009,12864,2954,2292,77158,12901,6238779,43252752,7376,0,6772334,42726331,406922,23785853,2822637,1483654,769388,393490,451537,937059,896784,225550,975,435365,127767,1018960,7672186,3437543,3078410,502147,1132352,1355147,1300710,397527,Cifras definitivas
3117,2017,1013,672,3435,2792,4153,13993,202481,14681343,73998,4787,110092,13260578,1329872,6447816,486811,2381788,204261,215866,153463,155701,923830,12124,15571,52788,6606,291121,2100402,687559,116865,28248,93560,265414,264088,14675,Cifras definitivas
311710,2017,1013,672,3435,2792,4153,13993,202481,14681343,73998,4787,110092,13260578,1329872,6447816,486811,2381788,204261,215866,153463,155701,923830,12124,15571,52788,6606,291121,2100402,687559,116865,28248,93560,265414,264088,14675,Cifras definitivas
3118,2017,188470,119071,7809,4967,858058,33030,21049716,180817478,0,0,2107595,172868890,7897291,66816187,1047772,8532715,5387941,3061215,2585265,1072545,2863992,462080,1720,2855029,72256,4806743,31621771,25573040,5045718,578391,1720847,5274187,3065424,105010,Cifras definitivas
311811,2017,14478,2262,25,54,42402,212,4772421,72862377,0,0,336232,69375041,3445760,16332603,262562,2801332,725830,1215642,360282,223587,9312,6087,0,594629,750,2246386,6652541,287083,1194905,121508,605405,1152948,535974,30337,Cifras definitivas
311812,2017,90710,36706,0,0,332485,0,7097919,31051462,0,0,273932,31051053,0,14619745,106809,861556,963409,296500,493667,70554,0,38388,0,793660,0,982079,4776750,5454233,1635053,125440,537306,827151,221561,5938,Cifras definitivas
311820,2017,4527,3309,7784,4913,19277,32818,1314374,33502209,0,0,1145440,29041366,4451531,15066973,678401,4139523,483213,608438,355469,774621,2854680,389727,1720,203624,71506,1002221,11034833,3207281,555680,326514,228128,1271876,2292689,68735,Cifras definitivas
